,Tweets,Dates,Tweet without StopWords,Subjectivity,Polarity,Label
3544, My boyfriend got his covid vaccine yesterday and I can tell you the most prominent side effect is the inability to shut up…,12/17/2020,boyfriend got covid vaccine yesterday tell prominent side effect inability shut up…,0.75,0.5,Positive
3545, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3546, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3547, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3548, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3549, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3550, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3551, Sir Ian McKellen has received the Covid vaccine. “Anyone who has lived as long as I have is alive because they have had…,12/17/2020,sir ian mckellen received covid vaccine. “anyone lived long alive had…,0.4,0.025,Positive
3552, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3553, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3554, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3555, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3556, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3557, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3558,Twitter joins Facebook and YouTube in banning Covid-19 vaccine misinformation ,12/17/2020,twitter joins facebook youtube banning covid-19 vaccine misinformation,0,0,Neutral
3559, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3560, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3561, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3562, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3563,"_s   
Have you seen what Drosten said about PCR during the MERS outbreak? He knew PCR tests were u…",12/17/2020,_s seen drosten said pcr mers outbreak? knew pcr tests u…,0,0,Neutral
3564, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3565,Pence to publicly receive COVID19 vaccine on Friday  (via),12/17/2020,pence publicly receive covid19 vaccine friday (via),0.066666667,0,Neutral
3566, Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3567,Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3568, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3569, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3570, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3571," Join our ""Securing the Vaccine Cold Chain"" Webinar with special guests from Humana and SmartSense by Digi. Thursday Dece…",12/17/2020,"join ""securing vaccine cold chain"" webinar special guests humana smartsense digi. thursday dece…",0.785714286,-0.121428571,Negative
3572, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3573, Sir Ian McKellen has received the Covid vaccine. “Anyone who has lived as long as I have is alive because they have had…,12/17/2020,sir ian mckellen received covid vaccine. “anyone lived long alive had…,0.4,0.025,Positive
3574, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3575, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3576, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3577, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3578, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3579, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3580, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3581, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3582, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3583, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3584, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3585, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3586, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3587, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3588, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3589,First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3590,"    ""VITAL"" discussion on Vaccine from which non DSTV subscribers are being exclud… ",12/17/2020,"""vital"" discussion vaccine non dstv subscribers exclud…",0.4,0.1,Positive
3591, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3592,   They said it worked on coronavirus. You think it was brought up out of thin… ,12/17/2020,said worked coronavirus. think brought thin…,0,0,Neutral
3593,_Mokoena Well done. It is sad that your fellow Africans on the Continent will have to wait to receive the vaccine due to Vaccine…,12/17/2020,_mokoena well done. sad fellow africans continent wait receive vaccine due vaccine…,0.6875,-0.3125,Negative
3594," ""German tabloid Bild travelled to Amsterdam to see if EU medicines agency EMA really was working round the clock to approve…",12/17/2020,"""german tabloid bild travelled amsterdam see eu medicines agency ema really working round clock approve…",0.2,0,Neutral
3595, If there really is vaccine material in the syringe… ⁦_Pence⁩ is nuts! ⁦⁩  ,12/17/2020,really vaccine material syringe… ⁦_pence⁩ nuts! ⁦⁩,0.2,0.25,Positive
3596, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3597, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3598,"📰 NEWS ALERT Pfizer COVID-19 Vaccine US Supply Could Rise 40% As FDA Clears Use Of Extra Doses In Vials
🕰 Time/Dat… ",12/17/2020,📰 news alert pfizer covid-19 vaccine us supply could rise 40% fda clears use extra doses vials 🕰 time/dat…,0.1,0,Neutral
3599, “WhAt’S iN tHe VaCcInE” bitch you literally don’t know what’s in Tylenol shut up,12/17/2020,“what’s vaccine” bitch literally don’t know what’s tylenol shut,0,0,Neutral
3600, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3601, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3602, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3603," First U.S. health care workers to receive the COVID-19 vaccine aim to sway skeptics on pandemic ""It's not a hoax"" ",12/17/2020,"first u.s. health care workers receive covid-19 vaccine aim sway skeptics pandemic ""it's hoax""",0.333333333,0.25,Positive
3604,Well done. It is sad that your fellow Africans on the Continent will have to wait to receive the vaccine due to Vac… ,12/17/2020,well done. sad fellow africans continent wait receive vaccine due vac…,0.6875,-0.3125,Negative
3605, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3606, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3607, me and the girls after we get the vaccine ,12/17/2020,girls get vaccine,0,0,Neutral
3608, JUST IN Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3609,If you accidentally drank paint water while painting you don't gotta worry about what's in the vaccine.,12/17/2020,accidentally drank paint water painting gotta worry what's vaccine.,0,0,Neutral
3610, They already talking about giving those who take satans serum(aka vaccine) 1500.00,12/17/2020,already talking giving take satans serum(aka vaccine) 1500.00,0,0,Neutral
3611, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3612, If you jenis it costs RM0.00 to rt this tweet don’t worry abt what’s in the vaccine,12/17/2020,jenis costs rm0.00 rt tweet don’t worry abt what’s vaccine,0,0,Neutral
3613, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3614, If you jenis it costs RM0.00 to rt this tweet don’t worry abt what’s in the vaccine,12/17/2020,jenis costs rm0.00 rt tweet don’t worry abt what’s vaccine,0,0,Neutral
3615, If you jenis it costs RM0.00 to rt this tweet don’t worry abt what’s in the vaccine,12/17/2020,jenis costs rm0.00 rt tweet don’t worry abt what’s vaccine,0,0,Neutral
3616, If you jenis it costs RM0.00 to rt this tweet don’t worry abt what’s in the vaccine,12/17/2020,jenis costs rm0.00 rt tweet don’t worry abt what’s vaccine,0,0,Neutral
3617, Join  for a Tele-Town Hall on Thursday December 17 at 700 PM. The County will provide an update on its vaccine…,12/17/2020,join tele-town hall thursday december 17 700 pm. county provide update vaccine…,0,0,Neutral
3618, If you jenis it costs RM0.00 to rt this tweet don’t worry abt what’s in the vaccine,12/17/2020,jenis costs rm0.00 rt tweet don’t worry abt what’s vaccine,0,0,Neutral
3619, Sir Ian McKellen has received the Covid vaccine. “Anyone who has lived as long as I have is alive because they have had…,12/17/2020,sir ian mckellen received covid vaccine. “anyone lived long alive had…,0.4,0.025,Positive
3620,If you jenis it costs RM0.00 to rt this tweet don’t worry abt what’s in the vaccine,12/17/2020,jenis costs rm0.00 rt tweet don’t worry abt what’s vaccine,0,0,Neutral
3621,I think my neighbors are sad the vaccine is here and they’re gonna have to stop banging on pots for healthcare work… ,12/17/2020,think neighbors sad vaccine they’re gonna stop banging pots healthcare work…,1,-0.5,Negative
3622, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3623, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3624, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3625, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3626, My boyfriend got his covid vaccine yesterday and I can tell you the most prominent side effect is the inability to shut up…,12/17/2020,boyfriend got covid vaccine yesterday tell prominent side effect inability shut up…,0.75,0.5,Positive
3627, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3628, I'm discussing “Getting the C-19 vaccine? TOP Black Doctors Debate” with   Cwanza Pinckney …,12/17/2020,i'm discussing “getting c-19 vaccine? top black doctors debate”   cwanza pinckney …,0.466666667,0.166666667,Positive
3629,"_s   
Have you seen what Drosten said about PCR during the MERS outbreak? He knew PCR tests were u…",12/17/2020,_s seen drosten said pcr mers outbreak? knew pcr tests u…,0,0,Neutral
3630, Vice President Mike Pence and Second Lady Karen Pence will be vaccinated publicly on Friday the vice president's offic…,12/17/2020,vice president mike pence second lady karen pence vaccinated publicly friday vice president's offic…,0.033333333,0,Neutral
3631, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3632, _vladeck Article Xii says you get to squat if you invented a vaccine.,12/17/2020,_vladeck article xii says get squat invented vaccine.,0,0,Neutral
3633, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3634, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3635, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3636, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3637, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3638, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3639, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3640, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3641, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3642, Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3643,Federal prisons to prioritize staffers for COVID-19 vaccine and give to inmates when more doses are available ,12/17/2020,federal prisons prioritize staffers covid-19 vaccine give inmates doses available,0.45,0.45,Positive
3644, The first doses of Pfizer's COVID-19 vaccine continue to be administered across the U.S. with frontline health care workers i…,12/17/2020,first doses pfizer's covid-19 vaccine continue administered across u.s. frontline health care workers i…,0.333333333,0.25,Positive
3645, JUST IN Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3646," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/17/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
3647, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3648, Vice President Mike Pence and Second Lady Karen Pence will be vaccinated publicly on Friday the vice president's offic…,12/17/2020,vice president mike pence second lady karen pence vaccinated publicly friday vice president's offic…,0.033333333,0,Neutral
3649, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3650, A health care worker in Alaska experienced a serious allergic reaction and was hospitalized after taking Pfizer's COVID…,12/17/2020,health care worker alaska experienced serious allergic reaction hospitalized taking pfizer's covid…,0.783333333,0.233333333,Positive
3651, JUST IN Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3652, the vaccine needs to worry about what’s in me,12/17/2020,vaccine needs worry what’s,0,0,Neutral
3653, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3654, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3655,  Please Gurl!!! Daddy is not a scientist and had nothing to do with vaccine ! But has everything… ,12/17/2020,please gurl!!! daddy scientist nothing vaccine ! everything…,0,0,Neutral
3656, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3657, Vice President Mike Pence and Second Lady Karen Pence will be vaccinated publicly on Friday the vice president's offic…,12/17/2020,vice president mike pence second lady karen pence vaccinated publicly friday vice president's offic…,0.033333333,0,Neutral
3658, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3659,Questions about the rollout of the vaccinations?  with the COVID-19 Vaccine Dashboard; Includes— Enroll… ,12/17/2020,questions rollout vaccinations? covid-19 vaccine dashboard; includes— enroll…,0,0,Neutral
3660, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3661, JUST IN Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3662, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3663, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3664, JUST IN Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3665, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3666, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3667, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3668, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3669,"First nursing home residents get COVID-19 vaccine as rollout expands

 ",12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3670, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3671, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3672, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3673, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3674, the vaccine needs to worry about what’s in me,12/17/2020,vaccine needs worry what’s,0,0,Neutral
3675, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3676, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3677, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3678, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3679, First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3680,First nursing home residents get COVID-19 vaccine as rollout expands ,12/17/2020,first nursing home residents get covid-19 vaccine rollout expands,0.333333333,0.25,Positive
3681, Vice President Mike Pence and Second Lady Karen Pence will be vaccinated publicly on Friday the vice president's offic…,12/17/2020,vice president mike pence second lady karen pence vaccinated publicly friday vice president's offic…,0.033333333,0,Neutral
3682,Vice President Mike Pence and Second Lady Karen Pence will be vaccinated publicly on Friday the vice president's o… ,12/17/2020,vice president mike pence second lady karen pence vaccinated publicly friday vice president's o…,0.033333333,0,Neutral
3683, JUST IN Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3684, JUST IN Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3685, JUST IN Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3686,_00's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,12/17/2020,_00's account temporarily unavailable violates twitter media policy. learn more.,0.5,0.5,Positive
3687, A health care worker in Alaska experienced a serious allergic reaction and was hospitalized after taking Pfizer's COVID…,12/17/2020,health care worker alaska experienced serious allergic reaction hospitalized taking pfizer's covid…,0.783333333,0.233333333,Positive
3688, Alaska health care worker has serious allergic reaction after taking Pfizer's COVID-19 vaccine ,12/17/2020,alaska health care worker serious allergic reaction taking pfizer's covid-19 vaccine,0.666666667,-0.333333333,Negative
3689,On Thursday December 17 we will be administering our first COVID-19 vaccine to Kathy Brady a Henry Mayo Newhall… ,12/17/2020,thursday december 17 administering first covid-19 vaccine kathy brady henry mayo newhall…,0.333333333,0.25,Positive
3690,If the vaccine is available to me at 1100am on 12/1/2021 I am taking it at 110001am 12/1/2021. I am fucking tired.,12/17/2020,vaccine available 1100am 12/1/2021 taking 110001am 12/1/2021. fucking tired.,0.55,0,Neutral
3691,When Can You Get the COVID-19 Vaccine – and How Much Will It Cost? ,12/17/2020,get covid-19 vaccine – much cost?,0.2,0.2,Positive
3692, A health care worker in Alaska experienced a serious allergic reaction and was hospitalized after taking Pfizer's COVID…,12/17/2020,health care worker alaska experienced serious allergic reaction hospitalized taking pfizer's covid…,0.783333333,0.233333333,Positive
3693, Again...if the virus is as bad as they say...why do they need to put on political theater to convince us to… ,12/17/2020,again...if virus bad say...why need put political theater convince us to…,0.383333333,-0.35,Negative
3694, JUST IN Pence to publicly receive COVID-19 vaccine on Friday ,12/17/2020,pence publicly receive covid-19 vaccine friday,0.066666667,0,Neutral
3695,DHL Global Forwarding the international freight specialist arm of Deutsche Post DHL Group  also d… ,12/17/2020,dhl global forwarding international freight specialist arm deutsche post dhl group  also d…,0,0,Neutral
3696, Nurse passes out on live tv after taking vaccine. Time stamp 0033 ,12/18/2020,nurse passes live tv taking vaccine. time stamp 0033,0.5,0.136363636,Positive
3697, Nurse passes out on live tv after taking vaccine. Time stamp 0033 ,12/18/2020,nurse passes live tv taking vaccine. time stamp 0033,0.5,0.136363636,Positive
3698, Utter Stupidity  calls out anyone using faith to advocate against taking the China Virus vaccine. MAGA Amer…,12/18/2020,utter stupidity calls anyone using faith advocate taking china virus vaccine. maga amer…,1,-0.3,Negative
3699, Nurse passes out on live tv after taking vaccine. Time stamp 0033 ,12/18/2020,nurse passes live tv taking vaccine. time stamp 0033,0.5,0.136363636,Positive
3700,Nurse passes out on Live TV after taking vaccine. Time Stamp 0033  via ,12/18/2020,nurse passes live tv taking vaccine. time stamp 0033 via,0.5,0.136363636,Positive
3701," TO THE AUS GOVERNMENT 

when you revoke the protection and indemnity from vaccine makers...I may consider taking this vax…",12/18/2020,aus government revoke protection indemnity vaccine makers...i may consider taking vax…,0,0,Neutral
3702," What is more upsetting

1) Mitch getting vaccine first despite trying to deny healthcare and holding up COVID19 relief f…",12/18/2020,upsetting 1) mitch getting vaccine first despite trying deny healthcare holding covid19 relief f…,0.416666667,0.375,Positive
3703, Employers can bar unvaccinated employees from the workplace EEOC says ,12/18/2020,employers bar unvaccinated employees workplace eeoc says,0,0,Neutral
3704,"""when we accuse people of not having that trust or knowledge of being stupid we make a mistake. Dismissing someone… ",12/18/2020,"""when accuse people trust knowledge stupid make mistake. dismissing someone…",1,-0.8,Negative
3705,"LastShotTQ 9-Midnight 

-Conservative media plays gotcha with  

-_williams9 talks COVID vac… ",12/18/2020,lastshottq 9-midnight -conservative media plays gotcha -_williams9 talks covid vac…,0,0,Neutral
3706, Nurse passes out on live tv after taking vaccine. Time stamp 0033 ,12/18/2020,nurse passes live tv taking vaccine. time stamp 0033,0.5,0.136363636,Positive
3707," Keep it. We don’t want or need a vaccine for something that has a 99+% rate!
🤬🤬",12/18/2020,keep it. don’t want need vaccine something 99+% rate! 🤬🤬,0,0,Neutral
3708," A nurse passes out on live tv after taking the sketchy Covid vaccine and I don't think it's because she was nervous. 

Ski…",12/18/2020,nurse passes live tv taking sketchy covid vaccine think nervous. ski…,0.5,0.136363636,Positive
3709, Pelosi and McConnell receive coronavirus vaccine ,12/18/2020,pelosi mcconnell receive coronavirus vaccine,0,0,Neutral
3710, Nurse passes out on live tv after taking vaccine. Time stamp 0033 ,12/18/2020,nurse passes live tv taking vaccine. time stamp 0033,0.5,0.136363636,Positive
3711, Nurse passes out on live tv after taking vaccine. Time stamp 0033 ,12/18/2020,nurse passes live tv taking vaccine. time stamp 0033,0.5,0.136363636,Positive
3712, Nurse passes out on Live TV after taking vaccine. Time Stamp 0033 ,12/18/2020,nurse passes live tv taking vaccine. time stamp 0033,0.5,0.136363636,Positive
3713, Nurse passes out on live tv after taking vaccine. Time stamp 0033 ,12/18/2020,nurse passes live tv taking vaccine. time stamp 0033,0.5,0.136363636,Positive
